rank,Export country,Import country,Inquiry Criteria,Export amount (unit:$),Revenue share,Export Share,Item HS CODE,best_worst
282,Latvia,Lithuania,2019,47749317,14.80677625,77.26157659,870332,worst
283,Austria,Romania,2019,47564648,7.055187146,4.164558682,870332,worst
284,Czech Republic,Luxembourg,2019,47511396,5.727855875,0.686937203,870332,worst
285,france,Tunisia,2019,47466231,41.58683083,0.721997587,870332,worst
286,Italy,Swiss,2019,47259337,1.981397992,1.354398574,870332,worst
287,Thailand,brazil,2019,47242158,56.29520026,2.529241501,870332,worst
288,Republic of South Africa,Swiss,2019,47229245,1.980136353,1.701419,870332,worst
289,korea,Russian Federation,2019,47179568,4.803183919,1.685329125,870332,worst
290,uk,Slovakia,2019,46972731,6.55195965,1.373161726,870332,worst
291,Spain,Sweden,2019,46510655,2.120734574,0.568982308,870332,worst
292,Thailand,france,2019,46148761,0.487635696,2.470703424,870332,worst
293,korea,Slovakia,2019,45732634,6.378985557,1.633642344,870332,worst
294,Lithuania,Belarus,2019,45405309,39.37978693,26.94225038,870332,worst
295,Russian Federation,Belarus,2019,45211900,39.21204432,26.86267806,870332,worst
296,Spain,Ireland,2019,44437054,5.224009866,0.543615168,870332,worst
297,Slovenian,Italy,2019,44428759,0.440291641,4.218777694,870332,worst
298,uk,Hungary,2019,44154203,4.479138895,1.290767224,870332,worst
299,Sweden,turkey,2019,44107149,2.554489735,1.089116006,870332,worst
300,Poland,Morocco,2019,43997301,4.117676491,3.115031701,870332,worst
301,Canada,Belgium,2019,43341513,0.787571325,6.392766085,870332,worst
302,Germany,New Zealand,2019,42796770,11.16700188,0.128237511,870332,worst
303,Austria,Hungary,2019,42678585,4.329447642,3.736755745,870332,worst
304,Slovakia,Belgium,2019,42137952,0.765701065,1.873057258,870332,worst
305,Slovakia,Ukraine,2019,41511607,4.281314714,1.845215846,870332,worst
306,Hungary,Ukraine,2019,41348228,4.264464561,2.499133522,870332,worst
307,Belgium,Norway,2019,41163675,4.67633686,0.719524734,870332,worst
308,Japan,Ukraine,2019,41117388,4.240656794,2.057740066,870332,worst
309,Hungary,Croatia,2019,40881341,7.073473687,2.470914345,870332,worst
310,Germany,Bulgaria,2019,40504413,19.1113204,0.121368624,870332,worst
311,Argentina,Panama,2019,40480911,40.11551442,41.48898633,870332,worst
312,Germany,Algeria,2019,40313011,12.0596366,0.120795102,870332,worst
313,korea,Swiss,2019,39986796,1.676488972,1.428391882,870332,worst
314,Czech Republic,Israel,2019,39723000,16.32185416,0.574329715,870332,worst
315,Czech Republic,Estonia,2019,39174933,16.61634207,0.566405561,870332,worst
316,Czech Republic,Bosnia Herzegovina,2019,38806772,11.32161233,0.561082554,870332,worst
317,Spain,australia,2019,38672845,2.954515491,0.473099435,870332,worst
318,Italy,uk,2019,38564742,0.386912062,1.105221421,870332,worst
319,Sweden,Slovenian,2019,38232688,4.862904913,0.944060848,870332,worst
320,Finland,Poland,2019,37895167,1.563404731,7.184523335,870332,worst
321,USA,Ukraine,2019,37867118,3.905439013,1.442944904,870332,worst
322,uk,New Zealand,2019,37864810,9.880100871,1.106908343,870332,worst
323,france,Bulgaria,2019,37596017,17.73904306,0.571864102,870332,worst
324,Japan,Italy,2019,37562087,0.372242513,1.879813265,870332,worst
325,korea,Republic of South Africa,2019,37338811,7.368519152,1.333801651,870332,worst
326,Belgium,Finland,2019,36629833,5.340463928,0.640274972,870332,worst
327,korea,Philippine,2019,36433367,4.540359408,1.301457752,870332,worst
328,Germany,Montenegro,2019,36231247,57.89425007,0.108564383,870332,worst
329,korea,Ukraine,2019,35738509,3.685904148,1.276636321,870332,worst
330,Republic of South Africa,Austria,2019,35725731,0.971306286,1.287008452,870332,worst
331,Spain,Slovakia,2019,35589279,4.964146538,0.435377014,870332,worst
332,Japan,Israel,2019,35469000,14.57392053,1.775063688,870332,worst
333,Sweden,Ukraine,2019,35335965,3.644387626,0.8725335,870332,worst
334,france,Croatia,2019,35096144,6.072492854,0.533839126,870332,worst
335,Italy,Slovenian,2019,34569030,4.396915693,0.990708883,870332,worst
336,Thailand,Austria,2019,34431341,0.936114587,1.843378463,870332,worst
337,france,Bosnia Herzegovina,2019,34166975,9.96798305,0.519705757,870332,worst
338,Poland,Swiss,2019,34116038,1.430351196,2.415433162,870332,worst
339,Japan,New Zealand,2019,34076060,8.891498732,1.705353315,870332,worst
340,Netherlands,korea,2019,33592750,1.561872035,3.021263352,870332,worst
341,Finland,Swiss,2019,33486489,1.403956684,6.34868456,870332,worst
342,korea,turkey,2019,33308010,1.929051675,1.189815035,870332,worst
343,Slovakia,Poland,2019,33287326,1.373303433,1.47964162,870332,worst
344,Sweden,Hungary,2019,33015055,3.349149275,0.815224418,870332,worst
345,Portugal,Sweden,2019,32879585,1.499202123,1.666625735,870332,worst
346,Finland,Japan,2019,32867683,1.283418973,6.231365479,870332,worst
347,Luxembourg,france,2019,32850949,0.347122979,20.46984814,870332,worst
348,Mexico,australia,2019,32822206,2.507540267,1.007353218,870332,worst
349,uk,Netherlands,2019,32635371,3.797679918,0.954035276,870332,worst
350,Germany,Azerbaijan,2019,32277792,56.17712921,0.096718133,870332,worst
351,Sweden,Russian Federation,2019,31738311,3.231164495,0.78369841,870332,worst
352,Hungary,Portugal,2019,31646893,2.42468569,1.912773896,870332,worst
353,Germany,Chile,2019,31542705,8.897111997,0.094515497,870332,worst
354,Italy,Czech Republic,2019,31521536,2.665064851,0.903371188,870332,worst
355,turkey,Slovenian,2019,31301261,3.981280519,1.992269863,870332,worst
356,korea,Czech Republic,2019,31000309,2.620996448,1.107380289,870332,worst
357,USA,Morocco,2019,30824642,2.884856589,1.174587939,870332,worst
358,Sweden,Luxembourg,2019,30638204,3.693665763,0.756534012,870332,worst
359,Mexico,Czech Republic,2019,30250762,2.557624176,0.92843249,870332,worst
360,turkey,Swiss,2019,30156231,1.264332074,1.91939073,870332,worst
361,Czech Republic,Lithuania,2019,30026533,9.311047436,0.434134636,870332,worst
362,Japan,Ireland,2019,30024386,3.529659925,1.502585281,870332,worst
363,Denmark,france,2019,30013444,0.317140186,12.53597566,870332,worst
364,Italy,Portugal,2019,29638531,2.270811292,0.849406417,870332,worst
365,Sweden,Portugal,2019,29555007,2.264411945,0.729787164,870332,worst
366,Netherlands,Austria,2019,29348423,0.797920908,2.639537247,870332,worst
367,Mexico,USA,2019,28729294,6.625396237,0.881736796,870332,worst
368,Japan,Arab Emirates,2019,28588924,77.92539155,1.430746874,870332,worst
369,Slovakia,Hungary,2019,28588213,2.900076733,1.270763227,870332,worst
370,uk,Republic of South Africa,2019,28420700,5.608600453,0.830827091,870332,worst
371,Sweden,australia,2019,28367613,2.167219714,0.700467432,870332,worst
372,Thailand,Egypt,2019,28271356,85.66230298,1.51358638,870332,worst
373,Czech Republic,Portugal,2019,27907176,2.138160302,0.403492194,870332,worst
374,Swiss,Germany,2019,27604143,0.133284062,36.53351155,870332,worst
375,Belgium,Romania,2019,27538800,4.08478557,0.481367316,870332,worst
376,Italy,Albania,2019,27322700,20.64496694,0.783037348,870332,worst
377,Spain,Hong Kong,2019,27088367,53.75807151,0.331382166,870332,worst
378,Mexico,Panama,2019,27016209,26.7723501,0.829160144,870332,worst
379,korea,Israel,2019,26887000,11.04764728,0.960446356,870332,worst
380,Belgium,Russian Federation,2019,26665007,2.714669469,0.46609376,870332,worst
381,Slovakia,Austria,2019,26619156,0.723717971,1.183237461,870332,worst
382,Germany,Tunisia,2019,26412966,23.14132649,0.079144595,870332,worst
383,Belgium,Poland,2019,26317397,1.085751726,0.460017675,870332,worst
384,Mexico,Morocco,2019,26264782,2.458102495,0.806097941,870332,worst
385,Chile,Paraguay,2019,26243106,35.06337985,99.716283,870332,worst
386,korea,Paraguay,2019,26239646,35.05875694,0.937321843,870332,worst
387,Croatia,Bosnia Herzegovina,2019,26087219,7.610769078,36.09352865,870332,worst
388,Belgium,Croatia,2019,26007326,4.499904642,0.454597757,870332,worst
389,Italy,Morocco,2019,25935131,2.42725069,0.743271207,870332,worst
390,uk,Slovenian,2019,25900278,3.294316872,0.757147172,870332,worst
391,Spain,Finland,2019,25852961,3.769244748,0.31626898,870332,worst
392,Estonia,Lithuania,2019,25719436,7.975442541,23.14383769,870332,worst
393,Spain,Japan,2019,25710239,1.003934732,0.314523008,870332,worst
394,Poland,Lithuania,2019,25569266,7.928875726,1.810317277,870332,worst
395,korea,Ireland,2019,25539656,3.002436096,0.912317088,870332,worst
396,Poland,Italy,2019,25424348,0.251956799,1.800057008,870332,worst
397,korea,Libya,2019,25339711,88.08406764,0.905174735,870332,worst
398,Malaysia,Thailand,2019,25210117,29.68306068,91.26655525,870332,worst
399,Slovenian,uk,2019,25092092,0.251743757,2.382644945,870332,worst
400,uk,turkey,2019,24957824,1.445446071,0.729596256,870332,worst
401,Hungary,Romania,2019,24895880,3.69276553,1.504735058,870332,worst
402,turkey,Sweden,2019,24868082,1.133903646,1.582809405,870332,worst
403,Portugal,Slovenian,2019,24812700,3.155985285,1.257725253,870332,worst
404,france,Serbia,2019,24733313,7.589864968,0.376212561,870332,worst
405,Italy,Bulgaria,2019,24711655,11.65977535,0.708207783,870332,worst
406,Republic of South Africa,uk,2019,24646552,0.247273747,0.887884442,870332,worst
407,Thailand,Mexico,2019,24474575,43.62424392,1.310315054,870332,worst
408,france,Romania,2019,24426888,3.623200706,0.371551603,870332,worst
409,Japan,Poland,2019,24099599,0.994254151,1.206076379,870332,worst
410,Poland,Luxembourg,2019,24039959,2.898197737,1.70204155,870332,worst
411,korea,Algeria,2019,23836451,7.130673939,0.8514759,870332,worst
412,Denmark,Belgium,2019,23826446,0.432957328,9.951798502,870332,worst
413,Spain,Luxembourg,2019,23802063,2.869517587,0.291179575,870332,worst
414,Mexico,Belgium,2019,23286047,0.423137579,0.714676959,870332,worst
415,uk,Luxembourg,2019,23076608,2.782058534,0.674602353,870332,worst
416,Italy,Poland,2019,23005499,0.949115912,0.659311303,870332,worst
417,Canada,Swiss,2019,22846218,0.957852,3.36976071,870332,worst
418,Italy,Greece,2019,22822893,12.30962891,0.654078024,870332,worst
419,Japan,Malaysia,2019,22781353,67.93409508,1.140104104,870332,worst
420,korea,Hungary,2019,22737596,2.306572052,0.812223053,870332,worst
421,uk,Finland,2019,22734307,3.314559104,0.664595811,870332,worst
422,Sweden,Slovakia,2019,22709436,3.167610338,0.560752867,870332,worst
423,korea,Morocco,2019,22702890,2.124747526,0.8109833,870332,worst
424,Romania,france,2019,22699855,0.239860385,16.715632,870332,worst
425,Sweden,Netherlands,2019,22582241,2.627827432,0.557612104,870332,worst
426,Spain,Netherlands,2019,22460955,2.613713745,0.274773297,870332,worst
427,Hungary,Swiss,2019,22446466,0.941091972,1.356689714,870332,worst
428,Spain,Slovenian,2019,22207958,2.824682065,0.27167829,870332,worst
429,uk,USA,2019,22150370,5.108199945,0.647525482,870332,worst
430,Italy,Hungary,2019,22057488,2.237579793,0.632142391,870332,worst
431,Thailand,Panama,2019,21935466,21.73746788,1.174376728,870332,worst
432,Czech Republic,New Zealand,2019,21821011,5.693777145,0.315496187,870332,worst
433,Italy,Romania,2019,21728064,3.222888517,0.622701476,870332,worst
434,Austria,Japan,2019,21563348,0.84200672,1.887995221,870332,worst
435,Canada,uk,2019,21535742,0.216063635,3.176468737,870332,worst
436,Republic of South Africa,Namibia,2019,21481467,92.32924458,0.77386323,870332,worst
437,Republic of South Africa,Belgium,2019,21452987,0.389828509,0.772837247,870332,worst
438,Japan,Norway,2019,21441337,2.435810567,1.073042339,870332,worst
439,Portugal,Poland,2019,21232787,0.875980825,1.076263865,870332,worst
440,Sweden,Ireland,2019,21215261,2.494061213,0.523857943,870332,worst
441,Poland,Czech Republic,2019,21153246,1.788452581,1.497660774,870332,worst
442,Swiss,Ukraine,2019,21061678,2.172203835,27.87469462,870332,worst
443,Germany,Mexico,2019,20973479,37.38378148,0.062845555,870332,worst
444,Italy,Sweden,2019,20706679,0.944157206,0.59342975,870332,worst
445,Republic of South Africa,Kenya,2019,20468103,68.1966693,0.737357104,870332,worst
446,Finland,Lithuania,2019,20392053,6.323453088,3.866117825,870332,worst
447,Thailand,Norway,2019,20269941,2.302735901,1.085208174,870332,worst
448,Poland,uk,2019,20249922,0.20316327,1.433704967,870332,worst
449,korea,Sweden,2019,20245077,0.923109656,0.723186315,870332,worst
450,turkey,Ghana,2019,20169166,48.84229648,1.283731719,870332,worst
451,turkey,Denmark,2019,19676588,1.765833867,1.252380001,870332,worst
452,Sweden,Morocco,2019,19669237,1.840830073,0.485682737,870332,worst
453,Romania,Italy,2019,19573605,0.193975588,14.41353604,870332,worst
454,China,korea,2019,19417809,0.902817806,7.809367091,870332,worst
455,Italy,Luxembourg,2019,19414657,2.340582818,0.556401876,870332,worst
456,Republic of South Africa,Portugal,2019,19101631,1.46350706,0.688130372,870332,worst
457,Germany,Cyprus,2019,19054606,12.46294486,0.057095787,870332,worst
458,Mexico,Slovakia,2019,19008102,2.651332266,0.583381651,870332,worst
459,Slovenian,Swiss,2019,18912073,0.792908785,1.795814997,870332,worst
460,Czech Republic,Greece,2019,18728638,10.10137426,0.270785523,870332,worst
461,Germany,Georgia,2019,18608120,35.30443294,0.055757923,870332,worst
462,Thailand,Israel,2019,18606682,7.645332679,0.996160936,870332,worst
463,Croatia,Germany,2019,18504247,0.089346052,25.60194589,870332,worst
464,Spain,Andora,2019,18472948,76.62119211,0.22598651,870332,worst
465,uk,Gibraltar,2019,18306781,59.92184699,0.5351652,870332,worst
466,Finland,Latvia,2019,17999029,7.613339888,3.412425755,870332,worst
467,korea,catarrh,2019,17890064,42.3466132,0.639061509,870332,worst
468,Austria,Swiss,2019,17855473,0.748609706,1.563349425,870332,worst
469,Germany,Thailand,2019,17844455,21.0105348,0.053469654,870332,worst
470,Netherlands,Czech Republic,2019,17695003,1.496067024,1.591452444,870332,worst
471,Japan,USA,2019,17398110,4.012259143,0.87069704,870332,worst
472,Belgium,Slovenian,2019,17226935,2.191134112,0.30112,870332,worst
473,Slovakia,Algeria,2019,17199059,5.145098228,0.764508495,870332,worst
474,Lithuania,france,2019,17170524,0.181434133,10.18851247,870332,worst
475,Thailand,Belgium,2019,16984923,0.30863801,0.909335517,870332,worst
476,Mexico,Republic of South Africa,2019,16883335,3.331792684,0.51816998,870332,worst
477,Portugal,Czech Republic,2019,16575639,1.401427674,0.840198759,870332,worst
478,USA,Austria,2019,16344562,0.444373715,0.622817465,870332,worst
479,Austria,Sweden,2019,16311477,0.743750292,1.428163689,870332,worst
480,Italy,turkey,2019,16287373,0.943292144,0.466777491,870332,worst
481,Sweden,Romania,2019,15979923,2.370276079,0.394584332,870332,worst
482,Slovakia,Estonia,2019,15972900,6.775025507,0.710004992,870332,worst
483,Belgium,Ukraine,2019,15909220,1.640803202,0.278086864,870332,worst
484,Portugal,Luxembourg,2019,15830553,1.908492144,0.802431266,870332,worst
485,Morocco,Hungary,2019,15830345,1.605879151,8.266887864,870332,worst
486,Estonia,france,2019,15481760,0.163589632,13.93138405,870332,worst
487,Thailand,Polynesia (p),2019,15428727,66.659931,0.826020197,870332,worst
488,Sweden,Estonia,2019,15217814,6.454750109,0.375765951,870332,worst
489,Netherlands,Sweden,2019,15191118,0.692665566,1.366258139,870332,worst
490,USA,Czech Republic,2019,15154635,1.281285438,0.57747472,870332,worst
491,Belgium,Chile,2019,15103988,4.260315431,0.264011728,870332,worst
492,Denmark,Austria,2019,15083081,0.410076742,6.299881355,870332,worst
493,uk,Romania,2019,15003736,2.225479843,0.438606732,870332,worst
494,uk,Czech Republic,2019,14983957,1.266855052,0.438028529,870332,worst
495,India,Morocco,2019,14831436,1.388063676,7.319358318,870332,worst
496,Poland,Republic of South Africa,2019,14798087,2.920285477,1.047712225,870332,worst
497,Morocco,Poland,2019,14793321,0.610313923,7.725335477,870332,worst
498,turkey,Morocco,2019,14709681,1.376668711,0.936245161,870332,worst
499,Bulgaria,Germany,2019,14692707,0.070942382,32.84929679,870332,worst
500,Canada,New Zealand,2019,14612455,3.812841775,2.15530101,870332,worst
501,Netherlands,Lithuania,2019,14575745,4.51985093,1.310912748,870332,worst
502,Russian Federation,france,2019,14487263,0.153081176,8.60761618,870332,worst
503,france,Finland,2019,14369566,2.095017711,0.218572062,870332,worst
504,Slovakia,Republic of South Africa,2019,14353809,2.832610726,0.638035425,870332,worst
505,Republic of South Africa,Norway,2019,14324414,1.627303325,0.516032601,870332,worst
506,India,Nepal,2019,14190190,92.62335663,7.002901487,870332,worst
507,Belgium,Czech Republic,2019,14117416,1.193591238,0.24676684,870332,worst
508,Slovakia,Netherlands,2019,14059050,1.636009343,0.624933211,870332,worst
509,Japan,Chile,2019,14046111,3.961924721,0.702944588,870332,worst
510,Sweden,Italy,2019,13988731,0.138629155,0.345416813,870332,worst
511,Arab Emirates,Angola,2019,13987917,39.02739135,44.42855669,870332,worst
512,Thailand,Chile,2019,13984756,3.944618586,0.748713157,870332,worst
513,Japan,Tunisia,2019,13907670,12.18499778,0.69601624,870332,worst
514,China,Poland,2019,13854316,0.57157429,5.571866498,870332,worst
515,Germany,Iceland,2019,13841498,21.17235758,0.041475075,870332,worst
516,Other country,france,2019,13815248,0.145980259,46.51664278,870332,worst
517,Czech Republic,Algeria,2019,13777589,4.121565531,0.199201439,870332,worst
518,Slovakia,catarrh,2019,13688293,32.4008259,0.60845284,870332,worst
519,Slovakia,australia,2019,13569040,1.036643125,0.603151972,870332,worst
520,Thailand,Republic of South Africa,2019,13557522,2.675469782,0.725839986,870332,worst
521,Japan,Swiss,2019,13495102,0.565796511,0.67536907,870332,worst
522,Slovakia,Slovenian,2019,13469762,1.713250499,0.598739005,870332,worst
